food_name,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,unit_type,avg_weight
Watermelon,218.6,24.21,35.36,27.09,1.71,gram,100
Spinach,182.83,14.41,18.53,4.21,5.98,gram,100
Chicken Breast,272.34,10.9,2.76,29.01,7.9,gram,100
Cauliflower,189.65,1.46,41.76,17.99,7.08,gram,100
Biryani,45.83,26.28,56.17,9.54,2.45,gram,100
Protein Shake,382.32,4.28,15.78,10.88,1.17,gram,100
Mango,397.96,23.93,33.86,19.5,1.04,gram,100
Vegetable Curry,228.28,2.02,58.44,16.92,3.48,gram,100
Vegetable Curry,308.03,4.61,18.84,0.14,5.21,gram,100
Butter,219.69,8.45,57.88,2.41,4.35,gram,100
Pineapple,360.67,20.7,59.49,26.79,7.81,gram,100
Almonds,203.27,29.2,43.66,13.24,1.08,gram,100
Sambar,219.67,25.48,59.49,3.7,0.54,gram,100
Milk,127.62,19.24,52.21,20.87,3.17,gram,100
Paneer Butter Masala,319.01,12.07,16.06,14.7,7.92,gram,100
Idli,270.27,12.22,48.37,3.51,2.86,piece,31
Spinach,276.97,23.88,36.75,23.45,2.27,gram,100
Spinach,243.28,3.45,42.7,26.52,9.68,gram,100
Idli,256.94,16.53,30.45,7.7,6.75,piece,81
Curd,106.33,13.46,6.28,12.6,2.99,gram,100
Potato,245.55,29.16,1.13,16.22,6.62,gram,100
Walnuts,261.14,14.02,37.25,23.17,1.49,gram,100
Tomato,343.54,9.13,32.0,18.77,8.8,gram,100
Curd,230.22,15.7,31.06,15.42,3.19,gram,100
Watermelon,358.25,17.13,37.33,16.26,3.3,gram,100
Peanuts,149.83,29.01,19.28,14.94,3.31,gram,100
Salad,47.84,20.6,15.71,25.95,3.37,gram,100
Rice,70.98,17.78,59.84,17.44,0.97,gram,100
Sambar,168.39,9.73,40.39,8.8,7.21,gram,100
Carrot,230.17,0.41,27.14,23.18,8.78,gram,100
Cabbage,168.47,12.57,54.51,23.13,8.94,gram,100
Sambar,262.18,15.01,25.55,4.26,3.77,gram,100
Rice,367.24,20.94,43.1,23.31,6.67,gram,100
Biryani,159.76,19.08,37.9,0.63,0.96,gram,100
Mango,254.97,5.21,54.42,7.6,9.07,gram,100
Paneer,367.19,25.94,4.12,14.86,9.59,gram,100
Mango,196.25,18.22,6.94,28.27,9.66,gram,100
Broccoli,398.94,0.51,17.47,25.58,8.66,gram,100
Rice,46.57,22.14,24.05,26.66,2.4,gram,100
Oats,374.79,21.2,27.93,2.18,1.12,gram,100
Grapes,114.62,23.55,50.58,22.26,7.84,gram,100
Chapati,213.47,15.1,17.0,2.63,4.5,piece,46
Grapes,295.76,10.82,32.79,7.36,4.37,gram,100
Upma,201.04,13.08,50.07,4.74,7.49,gram,100
Butter,356.62,3.69,4.08,6.73,4.43,gram,100
Vegetable Curry,379.05,22.5,35.9,21.55,5.62,gram,100
Almonds,107.93,3.18,38.32,20.03,2.06,gram,100
Rice,333.23,4.67,49.41,20.36,9.26,gram,100
Cornflakes,375.66,19.43,3.44,28.22,1.6,gram,100
Apple,390.04,12.58,48.45,7.96,6.79,piece,56
Protein Shake,305.09,20.85,35.87,7.23,8.69,gram,100
Salad,397.29,17.94,32.91,17.32,5.0,gram,100
Chole,118.97,6.93,32.33,20.98,0.99,gram,100
Vegetable Curry,393.27,17.12,29.68,5.17,1.49,gram,100
Biryani,224.91,26.07,29.95,6.83,0.99,gram,100
Bread,92.76,21.6,24.1,29.4,2.88,gram,100
Mango,346.61,12.21,21.32,9.17,4.32,gram,100
Chicken Curry,70.82,21.76,1.48,10.94,3.11,gram,100
Upma,77.02,2.0,43.93,17.22,8.64,gram,100
Rice,151.49,1.73,54.63,26.22,6.04,gram,100
Spinach,189.5,19.08,51.72,14.27,4.02,gram,100
Spinach,65.29,25.99,10.62,21.07,2.09,gram,100
Cauliflower,328.34,5.44,29.01,18.65,8.27,gram,100
Banana,118.35,28.82,23.1,13.01,5.51,piece,110
Bread,142.98,19.21,11.92,22.46,4.18,gram,100
Cauliflower,152.4,20.75,39.82,11.99,1.94,gram,100
Watermelon,230.89,6.48,2.3,25.27,5.12,gram,100
Salad,155.31,10.29,25.76,0.04,2.69,gram,100
Spinach,240.83,22.43,13.35,20.27,3.66,gram,100
Cashews,248.74,25.34,56.08,26.47,4.98,gram,100
Curd,398.47,16.63,24.95,1.92,4.78,gram,100
Paneer Butter Masala,122.78,11.12,42.21,20.73,6.2,gram,100
Broccoli,346.62,13.96,51.9,13.65,6.69,gram,100
Onion,291.08,8.95,36.15,0.72,2.68,gram,100
Grapes,390.09,28.1,26.94,22.1,8.63,gram,100
Upma,126.06,16.14,55.24,10.32,5.82,gram,100
Grapes,170.7,10.23,33.23,23.69,0.61,gram,100
Cornflakes,291.57,8.63,27.89,11.99,1.26,gram,100
Protein Shake,312.52,7.6,14.6,4.84,8.75,gram,100
Oats,305.37,27.25,14.63,5.03,1.83,gram,100
Chicken Breast,300.81,10.98,42.76,22.71,2.32,gram,100
Potato,293.19,23.82,28.34,28.74,6.28,gram,100
Paratha,388.41,7.78,23.88,11.13,1.33,piece,82
Oats,366.09,8.97,50.22,10.54,0.99,gram,100
Chicken Breast,131.87,5.1,57.4,17.12,9.59,gram,100
Chole,212.74,15.53,17.3,10.0,6.29,gram,100
Greek Yogurt,65.69,2.65,8.08,24.21,6.26,gram,100
Chicken Breast,319.03,21.9,11.88,12.12,4.16,gram,100
Watermelon,273.02,3.07,6.63,10.48,6.08,gram,100
Egg,392.81,22.94,17.09,4.16,9.93,piece,87
Chicken Curry,217.63,19.32,39.15,0.95,9.56,gram,100
Chicken Curry,220.05,4.21,52.01,18.82,8.08,gram,100
Tomato,238.37,12.62,42.09,7.89,2.91,gram,100
Butter,244.75,19.4,16.97,21.5,4.09,gram,100
Papaya,76.48,26.4,38.14,16.52,9.42,gram,100
Papaya,244.5,26.92,40.43,4.74,3.44,gram,100
Chicken Curry,262.92,14.78,52.07,26.78,8.56,gram,100
Rajma,172.58,8.43,0.06,24.3,0.43,gram,100
Mango,203.97,28.28,18.01,25.31,2.66,gram,100
Upma,223.29,15.09,16.67,14.29,6.63,gram,100
Cauliflower,260.36,17.19,42.4,21.56,6.8,gram,100
Almonds,214.94,20.57,5.88,8.85,5.77,gram,100
Sambar,182.12,29.3,39.97,22.71,4.86,gram,100
Oats,164.33,7.35,57.4,8.32,1.46,gram,100
Bread,108.57,13.18,56.42,18.04,5.78,gram,100
Peanuts,380.67,14.88,24.5,22.93,1.85,gram,100
Idli,281.36,19.2,38.3,25.27,6.11,piece,108
Rajma,135.47,29.89,23.08,14.08,1.85,gram,100
Sambar,109.86,5.94,24.11,11.2,4.54,gram,100
Grapes,204.24,27.77,6.92,1.35,9.15,gram,100
Pineapple,277.92,8.02,12.24,18.41,8.35,gram,100
Cornflakes,210.97,22.87,32.69,6.84,6.91,gram,100
Paneer Butter Masala,333.84,2.94,58.25,21.42,1.3,gram,100
Milk,166.44,6.64,56.77,8.17,2.13,gram,100
Peanuts,60.22,9.68,23.82,18.06,9.46,gram,100
Oats,66.01,5.77,51.3,5.05,7.17,gram,100
Dal Tadka,138.18,1.51,27.07,1.04,5.26,gram,100
Chole,138.66,8.23,15.03,29.18,6.03,gram,100
Curd,349.62,10.97,23.58,10.75,7.87,gram,100
Papaya,357.87,2.08,14.68,12.75,0.99,gram,100
Greek Yogurt,237.67,6.62,37.25,24.86,1.3,gram,100
Greek Yogurt,378.27,2.79,33.05,13.44,8.81,gram,100
Pineapple,53.58,2.59,53.86,24.59,6.06,gram,100
Peanuts,318.52,12.79,48.47,9.69,8.31,gram,100
Spinach,174.05,17.88,47.32,27.13,3.29,gram,100
Biryani,249.97,24.38,36.92,3.05,1.83,gram,100
Watermelon,272.31,2.55,20.28,28.97,0.48,gram,100
Rajma,155.27,1.29,35.99,24.7,4.63,gram,100
Carrot,71.15,1.29,7.0,2.6,6.36,gram,100
Cabbage,355.56,27.02,0.02,11.2,3.42,gram,100
Mango,291.5,26.88,23.62,11.27,9.11,gram,100
Tomato,380.81,5.63,54.25,3.65,5.88,gram,100
Protein Shake,205.07,2.71,18.8,19.53,9.11,gram,100
Upma,275.15,24.71,45.06,29.75,4.45,gram,100
Pineapple,313.57,29.7,52.89,2.61,2.14,gram,100
Spinach,50.33,29.25,44.81,29.89,4.78,gram,100
Peanuts,230.63,29.29,32.64,15.26,6.9,gram,100
Chicken Curry,178.52,16.78,26.62,3.43,8.26,gram,100
Papaya,144.46,8.01,7.24,12.96,6.11,gram,100
Almonds,372.61,5.32,43.57,8.25,6.75,gram,100
Spinach,153.23,5.42,56.33,28.67,5.46,gram,100
Cashews,80.04,25.69,16.64,12.73,1.99,gram,100
Oats,201.42,9.92,33.62,10.15,7.07,gram,100
Dal Tadka,280.15,15.23,1.95,8.46,9.36,gram,100
Cornflakes,255.18,6.32,42.28,1.58,7.82,gram,100
Salad,264.32,19.47,40.83,5.0,3.48,gram,100
Bread,40.03,2.98,39.89,12.88,3.76,gram,100
Watermelon,198.41,14.43,57.6,4.32,4.83,gram,100
Curd,267.28,2.01,55.62,23.45,0.74,gram,100
Dal Tadka,228.13,18.66,46.97,18.59,4.98,gram,100
Almonds,378.84,24.29,22.49,29.25,4.67,gram,100
Butter,65.94,14.63,12.14,15.14,4.58,gram,100
Grapes,210.98,22.55,9.37,7.48,1.94,gram,100
Vegetable Curry,394.71,10.83,30.4,11.25,9.87,gram,100
Curd,259.06,8.95,38.28,24.6,9.74,gram,100
Watermelon,173.97,17.66,51.92,3.78,9.36,gram,100
Almonds,375.87,23.98,13.16,24.8,4.6,gram,100
Vegetable Curry,321.82,21.19,37.91,17.75,0.2,gram,100
Dal Tadka,109.1,21.78,50.63,12.19,5.28,gram,100
Dal Tadka,200.25,22.05,54.76,7.6,2.6,gram,100
Idli,238.37,6.99,49.43,17.13,0.42,piece,65
Chicken Breast,263.18,16.01,44.31,27.56,0.1,gram,100
Sambar,63.5,23.23,3.33,16.25,5.31,gram,100
Oats,196.86,9.49,5.8,11.81,0.73,gram,100
Dal Tadka,153.37,20.01,6.72,0.6,9.33,gram,100
Idli,383.22,23.75,36.67,5.5,2.61,piece,117
Dal Tadka,340.8,4.86,31.83,18.14,6.83,gram,100
Butter,72.06,11.66,2.52,8.69,8.7,gram,100
Chicken Curry,379.73,28.91,59.83,16.86,3.15,gram,100
Papaya,137.59,28.92,39.67,5.27,3.87,gram,100
Chapati,270.87,13.51,51.04,5.59,6.65,piece,67
Protein Shake,99.97,20.75,1.14,21.67,5.18,gram,100
Cauliflower,279.89,24.4,31.77,19.28,6.72,gram,100
Chole,333.97,10.13,20.06,21.66,6.72,gram,100
Cabbage,238.31,3.76,40.6,17.74,5.64,gram,100
Chicken Breast,243.9,22.28,39.72,16.52,9.49,gram,100
Cabbage,205.55,14.71,41.75,2.41,2.86,gram,100
Vegetable Curry,230.79,9.34,47.47,18.16,0.15,gram,100
Vegetable Curry,384.51,20.85,23.36,4.87,6.83,gram,100
Potato,265.32,22.44,30.05,9.47,0.89,gram,100
Butter,97.46,29.29,54.36,9.57,0.47,gram,100
Broccoli,114.57,4.17,23.51,9.75,0.72,gram,100
Dal Tadka,196.9,28.21,21.55,27.27,9.96,gram,100
Cashews,60.77,21.33,42.28,19.1,8.8,gram,100
Paneer Butter Masala,193.72,29.14,32.46,13.53,2.88,gram,100
Dal Tadka,194.87,7.14,40.1,21.0,9.87,gram,100
Watermelon,170.03,8.32,51.61,4.04,0.38,gram,100
Paneer,188.74,6.79,3.49,3.08,1.19,gram,100
Apple,237.96,0.26,2.19,22.43,7.98,piece,100
Dal Tadka,57.55,11.27,46.79,1.74,8.97,gram,100
Sambar,238.02,4.56,0.52,14.53,9.01,gram,100
Idli,219.86,10.49,52.08,7.42,9.71,piece,52
Pineapple,117.79,26.95,48.9,4.79,0.05,gram,100
Carrot,185.87,21.81,20.24,21.5,4.99,gram,100
Apple,165.2,21.1,27.44,20.58,6.19,piece,45
Papaya,291.03,2.31,43.1,9.9,5.29,gram,100
Spinach,112.08,9.67,59.54,27.3,1.83,gram,100
Cornflakes,289.0,27.32,0.16,21.53,10.0,gram,100
Chicken Breast,341.65,24.81,49.72,3.95,6.58,gram,100
Cornflakes,197.34,24.07,10.38,13.68,9.4,gram,100
Apple,209.07,17.73,56.62,2.59,3.61,piece,66
Biryani,374.23,1.64,40.81,21.54,1.04,gram,100
Broccoli,221.88,6.49,44.25,9.26,3.84,gram,100
Salad,161.58,15.01,5.24,26.58,3.86,gram,100
Cornflakes,250.18,23.77,52.44,26.09,4.98,gram,100
Banana,308.84,12.69,11.07,23.52,2.87,piece,106
Upma,305.21,9.57,55.15,9.16,0.22,gram,100
Milk,104.68,16.5,45.11,7.02,3.09,gram,100
Peanuts,288.17,27.96,50.16,29.18,0.05,gram,100
Chole,312.35,20.03,2.02,14.88,6.38,gram,100
Onion,330.09,20.77,29.96,1.07,6.26,gram,100
Paneer,389.56,0.57,54.23,28.64,6.95,gram,100
Carrot,125.71,18.55,24.82,0.62,5.9,gram,100
Cashews,247.36,1.39,44.01,18.99,5.9,gram,100
Rice,337.88,13.39,52.71,7.37,7.78,gram,100
Dal Tadka,391.84,7.2,2.59,6.12,6.97,gram,100
Tomato,370.73,14.11,10.18,21.76,1.32,gram,100
Almonds,70.28,19.8,57.29,1.1,1.89,gram,100
Idli,124.57,6.45,27.47,13.79,4.97,piece,91
Sambar,77.37,3.79,11.27,18.99,5.39,gram,100
Grapes,81.69,25.7,43.14,6.7,8.15,gram,100
Cabbage,104.2,19.02,42.71,21.35,7.58,gram,100
Papaya,240.38,26.3,0.21,23.36,9.2,gram,100
Sambar,361.82,18.24,2.81,9.15,7.43,gram,100
Chapati,393.07,16.41,47.27,26.49,2.43,piece,79
Spinach,234.2,6.44,59.39,21.82,8.06,gram,100
Dosa,391.96,14.0,21.33,7.3,9.92,gram,100
Curd,345.21,9.0,4.63,0.97,2.67,gram,100
Grapes,161.02,0.99,32.13,26.19,8.78,gram,100
Upma,231.81,24.75,59.67,18.07,2.41,gram,100
Upma,208.17,13.72,59.08,26.17,3.06,gram,100
Carrot,341.11,17.5,45.9,11.86,6.32,gram,100
Peanuts,99.13,16.99,47.97,24.87,2.5,gram,100
Biryani,165.96,19.02,45.5,12.75,0.31,gram,100
Cauliflower,82.68,23.03,32.96,5.85,9.71,gram,100
Salad,198.58,27.32,27.4,21.95,9.29,gram,100
Paneer,124.91,25.7,35.95,12.09,5.98,gram,100
Chicken Breast,370.04,28.78,32.73,12.76,3.55,gram,100
Orange,128.78,24.22,6.59,10.36,0.92,gram,100
Chole,209.16,20.18,14.67,17.79,9.02,gram,100
Banana,343.59,12.79,38.03,4.88,5.24,piece,57
Vegetable Curry,56.38,1.18,47.66,16.87,5.98,gram,100
Cabbage,141.32,20.69,36.76,21.37,1.71,gram,100
Cashews,50.8,24.72,41.05,20.33,3.93,gram,100
Idli,347.61,8.77,44.67,17.28,6.83,piece,49
Paratha,58.45,17.1,4.92,12.71,9.19,piece,32
Grapes,186.46,15.95,53.37,6.88,9.02,gram,100
Onion,110.99,8.22,28.46,11.69,0.15,gram,100
Carrot,354.23,15.57,51.91,8.5,5.32,gram,100
Greek Yogurt,320.46,29.89,2.9,7.43,0.1,gram,100
Onion,250.96,5.29,20.13,13.82,6.96,gram,100
Paneer,185.97,23.6,16.04,10.99,3.72,gram,100
Vegetable Curry,309.25,3.0,22.12,7.1,5.93,gram,100
Chole,183.42,8.37,52.16,12.33,1.57,gram,100
Pineapple,283.01,13.06,43.43,17.22,8.78,gram,100
Greek Yogurt,151.23,10.25,56.23,18.48,1.07,gram,100
Upma,186.88,8.16,4.38,27.26,3.78,gram,100
Papaya,160.23,5.85,55.92,21.22,7.19,gram,100
Pineapple,201.11,11.12,34.68,25.11,0.45,gram,100
Egg,397.29,24.65,57.12,19.54,5.5,piece,89
Cabbage,219.78,4.91,30.77,24.12,3.13,gram,100
Papaya,79.52,5.17,35.97,7.48,6.51,gram,100
Cashews,231.85,27.12,29.11,5.12,2.81,gram,100
Paneer Butter Masala,235.14,15.52,59.42,24.38,9.82,gram,100
Curd,201.87,21.06,43.81,18.43,9.54,gram,100
Paneer,111.75,10.46,3.11,15.44,9.58,gram,100
Peanuts,216.76,2.52,25.77,2.95,4.87,gram,100
Chole,75.01,13.74,5.99,14.35,8.55,gram,100
Protein Shake,305.91,22.88,16.2,2.65,8.06,gram,100
Chicken Curry,207.77,22.94,20.34,23.59,7.37,gram,100
Upma,64.09,4.53,39.6,1.88,8.0,gram,100
Broccoli,135.44,15.55,8.93,28.35,9.2,gram,100
Cashews,316.15,1.67,25.0,0.04,2.56,gram,100
Mango,225.63,11.56,42.18,23.52,4.31,gram,100
Idli,215.41,8.41,12.9,9.0,8.54,piece,63
Cornflakes,136.24,29.54,44.06,19.49,8.08,gram,100
Papaya,369.23,25.82,9.74,18.9,9.57,gram,100
Paneer Butter Masala,360.98,0.5,28.02,7.85,2.56,gram,100
Pineapple,211.69,12.87,10.89,28.84,6.68,gram,100
Cashews,188.12,19.65,53.0,13.13,7.14,gram,100
Orange,345.35,4.65,52.33,17.51,0.14,gram,100
Vegetable Curry,159.59,9.64,35.47,7.04,4.87,gram,100
Banana,221.09,0.83,47.44,24.47,5.43,piece,51
Curd,133.75,28.26,22.11,25.36,4.0,gram,100
Sambar,247.89,27.6,50.12,29.99,3.29,gram,100
Chapati,397.03,0.31,36.36,0.28,6.51,piece,102
Paneer,312.51,13.81,46.24,20.16,9.98,gram,100
Paneer Butter Masala,198.58,4.25,34.23,17.09,5.53,gram,100
Cashews,95.04,13.42,29.66,8.07,9.93,gram,100
Chicken Breast,248.65,15.77,31.0,10.51,2.68,gram,100
Peanuts,104.19,28.53,58.31,17.74,1.99,gram,100
Upma,240.59,2.03,21.11,27.31,9.87,gram,100
Cornflakes,138.32,15.29,49.23,4.98,3.27,gram,100
Pineapple,120.83,9.38,39.78,6.76,4.21,gram,100
Vegetable Curry,206.79,17.32,20.15,13.82,7.99,gram,100
Watermelon,356.17,25.47,6.94,3.63,1.51,gram,100
Biryani,355.67,15.67,41.48,22.56,9.33,gram,100
Cauliflower,326.92,3.62,39.86,21.37,6.93,gram,100
Upma,347.96,8.92,53.68,7.9,7.8,gram,100
Greek Yogurt,105.58,0.2,8.25,22.45,2.28,gram,100
Cornflakes,299.43,26.21,28.63,27.51,9.28,gram,100
Spinach,229.65,29.96,16.27,15.97,2.26,gram,100
Vegetable Curry,126.85,28.35,19.86,13.04,1.89,gram,100
Broccoli,266.11,17.68,41.86,11.1,10.0,gram,100
Butter,301.66,18.17,31.78,26.02,0.53,gram,100
Cauliflower,71.83,23.42,39.5,1.76,0.24,gram,100
Chicken Curry,324.26,11.29,29.18,12.69,4.07,gram,100
Dal Tadka,236.62,7.06,7.42,3.69,1.76,gram,100
Walnuts,378.85,5.64,14.84,9.79,1.56,gram,100
Cabbage,241.09,13.93,8.71,21.9,8.94,gram,100
Dosa,90.31,11.04,6.91,25.94,9.17,gram,100
Paneer Butter Masala,224.27,26.52,40.86,8.04,6.87,gram,100
Idli,77.05,8.02,9.06,10.07,1.65,piece,120
Papaya,126.28,24.26,38.79,22.26,2.72,gram,100
Rice,85.8,1.93,55.01,23.3,4.34,gram,100
Rice,67.46,15.48,21.7,4.57,1.97,gram,100
Cornflakes,311.09,2.36,35.78,20.52,6.22,gram,100
Chicken Breast,259.84,21.01,3.71,17.5,10.0,gram,100
Mango,152.52,5.36,21.93,24.08,1.64,gram,100
Cashews,42.43,21.48,21.08,25.06,9.69,gram,100
Chapati,365.27,10.09,8.49,23.08,6.7,piece,94
Chapati,129.74,15.73,12.75,13.76,4.41,piece,101
Paneer Butter Masala,192.46,4.17,19.55,25.43,5.99,gram,100
Cashews,195.99,24.68,15.43,21.22,1.34,gram,100
Paneer,84.22,29.26,50.57,29.59,3.15,gram,100
Orange,110.83,9.51,33.06,16.02,3.61,gram,100
Cauliflower,271.15,6.22,55.86,21.1,1.23,gram,100
Egg,119.24,15.38,10.5,14.56,8.74,piece,34
Paneer,111.29,23.87,17.72,9.65,1.72,gram,100
Dal Tadka,386.14,16.84,24.05,17.16,8.14,gram,100
Chicken Curry,132.99,19.78,7.99,17.8,1.29,gram,100
Rajma,197.5,16.23,48.57,26.33,2.66,gram,100
Butter,123.56,21.72,12.26,21.1,8.4,gram,100
Biryani,324.15,9.77,32.53,29.0,6.47,gram,100
Paneer,128.45,12.54,53.08,23.58,9.76,gram,100
Cashews,183.74,27.65,58.5,8.15,1.76,gram,100
Banana,311.81,14.62,4.97,29.92,8.14,piece,62
Biryani,116.79,17.96,54.84,8.74,6.74,gram,100
Sambar,317.27,11.58,24.26,18.06,4.68,gram,100
Banana,233.38,16.96,30.77,21.0,1.72,piece,67
Watermelon,48.79,1.83,14.72,20.93,1.18,gram,100
Milk,341.38,27.06,40.92,11.54,1.87,gram,100
Protein Shake,397.8,23.58,23.93,26.22,3.39,gram,100
Peanuts,312.63,8.97,48.61,24.02,7.25,gram,100
Bread,354.9,27.88,58.73,16.28,6.32,gram,100
Rice,81.31,6.14,44.6,11.47,0.98,gram,100
Paneer,71.79,3.32,22.79,5.67,1.53,gram,100
Milk,160.92,2.31,1.11,7.58,5.99,gram,100
Poha,391.47,0.51,17.02,5.92,3.41,gram,100
Chapati,281.96,20.3,6.73,3.4,9.96,piece,88
Idli,269.96,17.87,48.42,10.39,7.34,piece,58
Egg,178.86,22.94,25.82,19.84,4.97,piece,36
Apple,107.58,10.43,0.32,9.62,7.29,piece,105
Vegetable Curry,95.3,7.56,35.4,0.04,5.89,gram,100
Broccoli,184.7,8.36,9.13,6.49,1.53,gram,100
Protein Shake,240.64,24.73,45.3,9.65,3.65,gram,100
Carrot,86.06,20.37,29.35,7.26,1.86,gram,100
Protein Shake,339.18,14.45,43.23,9.38,0.36,gram,100
Almonds,272.72,2.29,29.47,11.66,2.69,gram,100
Biryani,75.17,13.37,3.95,5.96,5.97,gram,100
Orange,60.11,11.12,34.16,26.62,3.2,gram,100
Watermelon,183.49,22.49,12.91,11.38,5.14,gram,100
Egg,380.32,29.08,16.78,3.81,0.65,piece,102
Rajma,371.53,2.74,11.9,19.15,0.33,gram,100
Tomato,293.78,5.59,43.88,4.24,0.25,gram,100
Salad,310.75,23.65,55.24,24.43,3.14,gram,100
Dosa,142.85,7.84,13.69,9.84,0.39,gram,100
Cabbage,148.4,18.2,13.8,15.16,2.17,gram,100
Egg,47.06,23.21,10.88,18.45,8.61,piece,62
Milk,351.31,4.18,30.57,1.49,9.96,gram,100
Banana,70.31,27.16,19.66,14.53,7.6,piece,57
Bread,338.64,3.28,14.29,26.26,4.99,gram,100
Poha,351.27,17.36,33.63,25.56,6.05,gram,100
Milk,187.98,6.69,1.37,9.17,3.28,gram,100
Idli,206.34,12.25,23.75,9.51,3.93,piece,60
Spinach,238.43,27.86,30.28,14.33,3.09,gram,100
Rajma,288.69,1.59,18.14,19.48,7.31,gram,100
Cabbage,366.6,12.27,17.62,18.0,7.51,gram,100
Curd,66.93,26.2,27.55,8.43,6.74,gram,100
Biryani,391.77,26.93,6.58,7.81,2.41,gram,100
Chicken Curry,208.07,24.99,31.26,14.77,5.07,gram,100
Orange,133.26,15.42,33.4,0.99,0.74,gram,100
Rajma,65.71,26.8,50.83,20.25,6.6,gram,100
Walnuts,112.4,29.81,14.53,29.51,7.64,gram,100
Greek Yogurt,230.28,0.05,8.71,5.31,3.49,gram,100
Peanuts,390.22,13.49,33.72,3.4,5.61,gram,100
Poha,136.69,13.32,37.62,8.24,5.7,gram,100
Upma,95.66,21.49,56.27,6.05,7.8,gram,100
Potato,347.08,3.15,19.75,8.0,3.9,gram,100
Cauliflower,81.42,26.66,33.96,30.0,8.6,gram,100
Tomato,61.58,1.2,53.51,22.79,8.12,gram,100
Dosa,374.45,23.91,43.71,0.98,3.49,gram,100
Almonds,324.54,0.7,23.37,0.58,1.98,gram,100
Chole,216.71,22.35,37.13,27.95,1.24,gram,100
Mango,54.93,15.42,27.63,17.19,4.13,gram,100
Watermelon,267.41,13.72,15.15,24.88,8.33,gram,100
Spinach,287.33,4.13,34.92,12.5,3.91,gram,100
Mango,293.01,27.78,57.13,5.47,2.54,gram,100
Chapati,301.2,12.02,16.54,18.32,0.76,piece,75
Chole,309.44,8.94,1.46,8.55,6.67,gram,100
Chole,62.77,24.81,58.45,13.9,4.18,gram,100
Papaya,175.78,24.14,14.36,12.23,4.02,gram,100
Walnuts,43.66,26.81,14.41,29.44,5.1,gram,100
Protein Shake,257.6,3.48,47.1,23.21,1.09,gram,100
Chicken Curry,298.62,25.77,41.49,7.19,4.07,gram,100
Rajma,306.93,24.68,59.67,5.6,4.94,gram,100
Cauliflower,81.49,17.91,27.62,20.99,4.52,gram,100
Dal Tadka,287.82,1.99,26.15,19.76,4.14,gram,100
Orange,351.24,16.13,7.34,29.54,2.87,gram,100
Salad,229.77,3.21,24.96,28.83,2.83,gram,100
Milk,129.36,18.26,9.68,21.67,8.51,gram,100
Egg,323.93,19.24,59.81,10.33,4.37,piece,56
Carrot,123.01,26.66,34.52,3.64,6.29,gram,100
Spinach,370.3,27.09,7.77,19.56,8.5,gram,100
Biryani,235.42,3.69,38.76,6.73,3.86,gram,100
Peanuts,182.78,5.43,0.87,22.09,2.1,gram,100
Almonds,174.64,11.33,41.72,26.18,0.01,gram,100
Chicken Curry,272.84,29.61,41.24,27.58,0.89,gram,100
Sambar,110.91,2.7,42.12,8.85,4.8,gram,100
Butter,161.51,11.55,45.91,7.41,4.24,gram,100
Vegetable Curry,117.51,11.71,41.9,2.49,0.75,gram,100
Bread,139.92,0.96,39.6,27.08,4.4,gram,100
Potato,374.37,18.41,5.89,21.68,0.05,gram,100
Vegetable Curry,262.1,28.66,56.06,2.94,7.24,gram,100
Paneer,102.6,28.96,46.93,8.2,9.99,gram,100
Banana,133.16,21.05,30.6,0.02,3.87,piece,58
Biryani,120.15,22.38,12.82,12.54,4.23,gram,100
Paneer,90.0,0.31,25.36,16.02,5.59,gram,100
Apple,187.57,0.75,11.4,9.52,4.0,piece,70
Sambar,82.64,5.54,27.85,11.93,7.72,gram,100
Apple,82.85,16.35,27.5,6.22,7.6,piece,51
Sambar,369.36,25.97,41.48,17.62,3.56,gram,100
Peanuts,60.85,12.36,42.36,19.39,2.46,gram,100
Paneer Butter Masala,189.85,19.35,19.92,22.65,8.63,gram,100
Rajma,395.46,5.9,28.86,7.16,9.2,gram,100
Grapes,349.18,20.54,39.37,1.65,0.43,gram,100
Curd,112.4,27.06,51.46,3.29,1.84,gram,100
Sambar,399.0,28.44,22.12,29.55,6.82,gram,100
Paneer Butter Masala,207.63,22.25,58.22,23.34,1.95,gram,100
Tomato,214.51,22.63,44.78,17.3,2.59,gram,100
Dal Tadka,170.95,3.23,5.49,28.08,4.29,gram,100
Almonds,42.25,8.38,47.44,20.87,0.88,gram,100
Chicken Curry,369.63,1.42,8.31,26.35,2.45,gram,100
Dosa,266.92,26.77,46.08,1.51,6.45,gram,100
Protein Shake,278.44,18.95,31.34,21.54,1.02,gram,100
Banana,299.85,20.64,59.74,15.11,7.98,piece,85
Poha,117.43,28.81,31.38,16.79,6.83,gram,100
Curd,292.61,8.92,34.2,13.92,1.86,gram,100
Poha,99.42,26.31,58.75,6.2,3.25,gram,100
Rice,76.74,21.18,8.76,12.36,3.64,gram,100
Rajma,294.64,18.1,59.24,17.96,5.1,gram,100
Sambar,399.74,18.71,4.64,5.38,7.23,gram,100
Biryani,191.49,21.48,24.77,9.05,6.6,gram,100
Oats,90.11,8.12,45.87,28.71,8.64,gram,100
Almonds,105.43,0.35,28.7,20.7,6.96,gram,100
Grapes,367.15,6.89,33.36,16.92,7.34,gram,100
